name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,state,url,city,id_sitio
MARIMBAS DELHI CAFE,"MARIMBAS DELHI CAFE, 12 New York Ave, Newark, NJ 07105",0x89c25397324f17e7:0x27a1a4ac0690e112,,40.7279543,-74.1699611,['Ecuadorian restaurant'],3.8,8,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25397324f17e7:0x27a1a4ac0690e112?authuser=-1&hl=en&gl=us,Newark,5
Coney Island Texas Wiener Shop,"Coney Island Texas Wiener Shop, 63 Branford Pl, Newark, NJ 07102",0x89c25379741272c1:0xb7f3eecfc3c43438,,40.7354879,-74.1759964,"['Barbecue restaurant', 'Bar']",4.2,6,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25379741272c1:0xb7f3eecfc3c43438?authuser=-1&hl=en&gl=us,Newark,6
Redwood Smoke Shack Texas Inspired BBQ,"Redwood Smoke Shack Texas Inspired BBQ, 2001 Manteo St, Norfolk, VA 23517, United States",0x89baa1e18e990001:0x734472f1ebe50a0d,,36.8693119,-76.29408099999999,"['Barbecue restaurant', 'BBQ area', 'Restaurant']",4.6,518,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89baa1e18e990001:0x734472f1ebe50a0d?authuser=-1&hl=en&gl=ae,Norfolk,1
Dominics Of New York,"Dominics Of New York, 1081 N Military Hwy, Norfolk, VA 23502",0x89ba9645e057a9c1:0x8937e63b7e9b224d,,36.8580317,-76.21190899999999,"['Sandwich shop', 'American restaurant', 'Takeout Restaurant']",4.2,48,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89ba9645e057a9c1:0x8937e63b7e9b224d?authuser=-1&hl=en&gl=us,Norfolk,2
New york pizzeria,"New york pizzeria, 107 Maple Ave, Norfolk, VA 23503",0x89ba91b53cd6613f:0xc318f091d98bd972,,36.9463458,-76.2593138,['Restaurant'],4.5,35,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89ba91b53cd6613f:0xc318f091d98bd972?authuser=-1&hl=en&gl=us,Norfolk,3
Locura Marina,"Locura Marina, 6317 Bergenline Ave, West New York, NJ 07093",0x89c2580eeda97b33:0xf341439b7c07986e,"BYOB restaurant with simple, cheerful decor offering a seafood-centric menu of Peruvian specialties.",40.792312,-74.013981,"['Peruvian restaurant', 'Restaurant', 'Seafood restaurant']",4.1,558,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2580eeda97b33:0xf341439b7c07986e?authuser=-1&hl=en&gl,Nueva Jersey,1
Harold's New York Deli,"Harold's New York Deli, 10 Polito Ave, Lyndhurst, NJ 07071, United States",0x89c2561fb2ba04dd:0xdc9cc26fda4edf80,Deli sandwiches & classic American dishes come in hefty portions at this old-school eatery & lounge.,40.8094542,-74.10345579999999,"['Deli', 'Restaurant']",4.0,528,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2561fb2ba04dd:0xdc9cc26fda4edf80?authuser=-1&hl=en&gl=kr,Nueva Jersey,2
La Tinajita Pizzeria Cubana,"La Tinajita Pizzeria Cubana, 5517 Hudson Ave, West New York, NJ 07093, United States",0x89c258112dc0d571:0xe5e08dce80c2c68e,,40.784678,-74.01469829999999,"['Pizza restaurant', 'Meal delivery']",4.5,338,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258112dc0d571:0xe5e08dce80c2c68e?authuser=-1&hl=en&gl=ae,Nueva Jersey,3
Xochimilco,"Xochimilco, 323 61st St, West New York, NJ 07093",0x89c25811ff1c9c63:0x42c7b82a0763f56e,"Enduring eatery serving handmade tortillas & other Mexican fare, plus pastries & fruit shakes.",40.7887645,-74.01253439999999,"['Mexican restaurant', 'Latin American restaurant', 'Delivery Restaurant']",4.0,258,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25811ff1c9c63:0x42c7b82a0763f56e?authuser=-1&hl=en&gl=us,Nueva Jersey,4
El Carretero 66,"El Carretero 66, 6605 Bergenline Ave, West New York, NJ 07093",0x89c2580eac39037b:0xff1cb05bb83bda4c,,40.7936836,-74.012974,"['Colombian restaurant', 'Bakery', 'Latin American restaurant', 'Restaurant']",4.2,256,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2580eac39037b:0xff1cb05bb83bda4c?authuser=-1&hl=en&gl=us,Nueva Jersey,5
Original Presto's,"Original Presto's, 6001 Park Ave, West New York, NJ 07093",0x89c2581300d1aa7d:0xc8233b0aa596f73d,"A family-run fixture since 1958, this corner pizzeria offers brick-oven pizza & traditional pastas.",40.785737,-74.00926849999999,"['Takeout Restaurant', 'Pizza delivery', 'Pizza restaurant', 'Pizza Takeout']",3.8,218,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2581300d1aa7d:0xc8233b0aa596f73d?authuser=-1&hl=en&gl=us,Nueva Jersey,6
Gus's Pizzeria & Texas Weiners,"Gus's Pizzeria & Texas Weiners, 54 S Broadway, Pennsville, NJ 08070",0x89c71cb1de54f8d1:0xa0a5145d5eab4be0,,39.6526386,-75.52030189999999,"['Pizza restaurant', 'Italian restaurant', 'Delivery Restaurant']",4.3,207,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c71cb1de54f8d1:0xa0a5145d5eab4be0?authuser=-1&hl=en&gl=us,Nueva Jersey,7
New york Fried Chicken,"New york Fried Chicken, 66 South St, Freehold, NJ 07728",0x89c3d45c584f5863:0x3cc34bf808d7d859,,40.2576587,-74.27398269999999,['Restaurant'],4.2,193,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c3d45c584f5863:0x3cc34bf808d7d859?authuser=-1&hl=en&gl=us,Nueva Jersey,8
Athenian Garden,"Athenian Garden, 619 S New York Rd #9700, Galloway, NJ 08205, United States",0x89c0e5eea6be554d:0x6f1bcc821b83a9a,"Homey, family-owned find offering traditional Greek recipes, veggie options & a BYOB policy.",39.4384235,-74.4814122,['Greek restaurant'],4.4,183,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c0e5eea6be554d:0x6f1bcc821b83a9a?authuser=-1&hl=en&gl=ae,Nueva Jersey,9
Luigi's New York Style Pizza,"Luigi's New York Style Pizza, 2239 S Clinton Ave, South Plainfield, NJ 07080",0x89c3b84ae859a3fd:0xd82d5f9a76df6c64,,40.5788807,-74.4306708,"['Pizza restaurant', 'Delivery Restaurant', 'Takeout Restaurant', 'Pizza delivery', 'Restaurant']",4.0,178,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c3b84ae859a3fd:0xd82d5f9a76df6c64?authuser=-1&hl=en&gl=us,Nueva Jersey,10
Tropical Juice Bar,"Tropical Juice Bar, 5406 Bergenline Ave, West New York, NJ 07093",0x89c2581a045d3d73:0x8e7458a7c24f4ae0,,40.7852571,-74.01877139999999,"['Caribbean restaurant', 'Juice shop']",4.5,177,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2581a045d3d73:0x8e7458a7c24f4ae0?authuser=-1&hl=en&gl=us,Nueva Jersey,11
El Chalateco,"El Chalateco, 6711 Bergenline Ave, West New York, NJ 07093",0x89c2580957a7d90f:0x2a02f0e7e7ceb945,,40.7943413,-74.0124884,['Salvadoran restaurant'],4.6,165,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2580957a7d90f:0x2a02f0e7e7ceb945?authuser=-1&hl=en&gl=us,Nueva Jersey,12
El Jocoreño,"El Jocoreño, 6024 Hudson Ave, West New York, NJ 07093",0x89c25812196ee0ad:0x422019d4eacc93c7,,40.7878567,-74.0118641,"['Salvadoran restaurant', 'Deli']",4.4,154,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25812196ee0ad:0x422019d4eacc93c7?authuser=-1&hl=en&gl=us,Nueva Jersey,13
New Pizza On The Block,"New Pizza On The Block, 6415 Park Ave, West New York, NJ 07093",0x89c25872c91b5a6b:0x44ace36e0b386c47,"Long-standing, casual pizza parlor serving Italian-inspired fare for dine-in, carryout or delivery.",40.7894514,-74.00603149999999,"['Pizza restaurant', 'Italian restaurant', 'Delivery Restaurant']",4.4,154,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25872c91b5a6b:0x44ace36e0b386c47?authuser=-1&hl=en&gl=us,Nueva Jersey,14
El Mole Poblano,"El Mole Poblano, 4316 New York Ave, Union City, NJ 07087",0x89c25823ccaa826d:0x971e0b859ffcae66,,40.7780568,-74.02296299999999,"['Mexican restaurant', 'Delivery Restaurant']",4.5,148,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25823ccaa826d:0x971e0b859ffcae66?authuser=-1&hl=en&gl=us,Nueva Jersey,15
Hudson Fish,"Hudson Fish, 5809 Hudson Ave, West New York, NJ 07093",0x89c25811722c6c11:0x87d4bfdd61bbcb3b,,40.786165,-74.01365899999999,"['Seafood restaurant', 'Cafeteria', 'Latin American restaurant', 'Delivery Restaurant']",3.7,148,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25811722c6c11:0x87d4bfdd61bbcb3b?authuser=-1&hl=en&gl=us,Nueva Jersey,16
Hacienda El Farolito,"Hacienda El Farolito, 510 55th St, West New York, NJ 07093",0x89c2581a13b2f00b:0x91c1bc0bd55a0b4e,,40.785958,-74.019188,"['Salvadoran restaurant', 'Central American restaurant']",4.3,138,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2581a13b2f00b:0x91c1bc0bd55a0b4e?authuser=-1&hl=en&gl=us,Nueva Jersey,17
Same burrito 9ine,"Same burrito 9ine, 6005 Hudson Ave, West New York, NJ 07093",0x89c2597ee618fff3:0xa304f68225021642,,40.7874287,-74.0124999,['Mexican restaurant'],4.3,128,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2597ee618fff3:0xa304f68225021642?authuser=-1&hl=en&gl=us,Nueva Jersey,18
Horchata's Restaurant,"Horchata's Restaurant, 5018 Bergenline Ave, West New York, NJ 07093",0x89c25819b03b1d41:0xda3ad15d39bae2ae,,40.783138,-74.02040699999999,['Nuevo Latino restaurant'],4.3,118,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25819b03b1d41:0xda3ad15d39bae2ae?authuser=-1&hl=en&gl=us,Nueva Jersey,19
La Mexicanita Restaurant & Bar,"La Mexicanita Restaurant & Bar, 5002 Bergenline Ave, West New York, NJ 07093",0x89c259fdf94b58a3:0xf594506a9fb35868,,40.782867,-74.020669,['Mexican restaurant'],3.9,118,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259fdf94b58a3:0xf594506a9fb35868?authuser=-1&hl=en&gl=us,Nueva Jersey,20
New York Fried Chicken Woodbridge,"New York Fried Chicken Woodbridge, 450 Rahway Ave, Woodbridge, NJ 07095",0x89c3b5a81ca938f9:0x125d958306c8950a,,40.5570657,-74.2761522,['Fast food restaurant'],4.6,117,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c3b5a81ca938f9:0x125d958306c8950a?authuser=-1&hl=en&gl=us,Nueva Jersey,21
Danni's Bakery - Panadería Ambateño,"Danni's Bakery - Panadería Ambateño, 4121 New York Ave, Union City, NJ 07087",0x89c258215f95e4f9:0x2a353ea081194ada,,40.7767981,-74.0241714,"['Ecuadorian restaurant', 'Bakery']",4.1,111,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258215f95e4f9:0x2a353ea081194ada?authuser=-1&hl=en&gl=us,Nueva Jersey,22
McHugh's Pizza Galloway,"McHugh's Pizza Galloway, 178 S New York Rd, Galloway, NJ 08205",0x89c0e451ad2dd623:0x743a5b7aa4a3db3a,,39.4725403,-74.4596875,"['Pizza restaurant', 'Delivery Restaurant']",4.5,107,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c0e451ad2dd623:0x743a5b7aa4a3db3a?authuser=-1&hl=en&gl=us,Nueva Jersey,23
New York Pizza,"New York Pizza, 19 Interstate Shop Center, Ramsey, NJ 07446",0x89c2e145df470ccf:0x4ed7a95df19dce84,,41.066755,-74.137411,"['Pizza restaurant', 'Delivery Restaurant', 'Pizza delivery', 'Pizza Takeout', 'Restaurant']",3.9,104,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2e145df470ccf:0x4ed7a95df19dce84?authuser=-1&hl=en&gl=us,Nueva Jersey,24
The Spot Mix Grill,"The Spot Mix Grill, 5310 Park Ave, West New York, NJ 07093",0x89c258168238fae3:0x99564502e5cd5562,,40.7818863,-74.012509,"['New American restaurant', 'Delivery Restaurant']",4.8,98,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258168238fae3:0x99564502e5cd5562?authuser=-1&hl=en&gl=us,Nueva Jersey,25
El Rincon De Mi Quisqueya,"El Rincon De Mi Quisqueya, 6129 Hudson Ave, West New York, NJ 07093",0x89c2580d92a7e175:0x44849e1ac287092b,,40.7894098,-74.01086699999999,"['Dominican restaurant', 'Delivery Restaurant', 'Mexican restaurant']",4.3,98,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2580d92a7e175:0x44849e1ac287092b?authuser=-1&hl=en&gl=us,Nueva Jersey,26
New York Italian Deli,"New York Italian Deli, 145 Amboy Ave, Woodbridge, NJ 07095",0x89c3b5bb221b5543:0x440be134b968e7b5,,40.5459551,-74.2784013,"['Italian restaurant', 'Caterer', 'Restaurant']",4.2,98,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c3b5bb221b5543:0x440be134b968e7b5?authuser=-1&hl=en&gl=us,Nueva Jersey,27
New Hong Am Kitchen,"New Hong Am Kitchen, 4000 New York Ave, Union City, NJ 07087",0x89c2582153501bc1:0xf605b03562dc93d5,,40.775847,-74.02458179999999,"['Chinese restaurant', 'Delivery Restaurant', 'Restaurant']",4.0,98,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2582153501bc1:0xf605b03562dc93d5?authuser=-1&hl=en&gl=us,Nueva Jersey,28
Mi Lindo Veracruz,"Mi Lindo Veracruz, 5004 Bergenline Ave, West New York, NJ 07093",0x89c25819ad8c232f:0x9393f9ebcff9c2e1,,40.7829374,-74.02065139999999,"['Mexican restaurant', 'Delivery Restaurant']",3.7,98,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25819ad8c232f:0x9393f9ebcff9c2e1?authuser=-1&hl=en&gl=us,Nueva Jersey,29
La Familia,"La Familia, 235 58th St, West New York, NJ 07093",0x89c258116c372421:0x6619b80e82ff810d,,40.7856932,-74.0134285,"['Dominican restaurant', 'Restaurant']",4.3,97,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258116c372421:0x6619b80e82ff810d?authuser=-1&hl=en&gl=us,Nueva Jersey,30
Xochitl Tortillería Mexicana y Pizzería,"Xochitl Tortillería Mexicana y Pizzería, 5409 Palisade Ave, West New York, NJ 07093",0x89c258174adef1c5:0x69583760d36262b1,,40.7845427,-74.0169604,"['Mexican restaurant', 'Delivery Restaurant']",4.0,88,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258174adef1c5:0x69583760d36262b1?authuser=-1&hl=en&gl=us,Nueva Jersey,31
Bonetti's Pizza & Restaurant,"Bonetti's Pizza & Restaurant, 167 Texas Rd, Old Bridge, NJ 08857",0x89c3d1cc6594269f:0x9a9bf84460f865f2,,40.3572848,-74.3559523,"['Italian restaurant', 'Delivery Restaurant', 'Pizza restaurant']",4.2,87,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c3d1cc6594269f:0x9a9bf84460f865f2?authuser=-1&hl=en&gl=us,Nueva Jersey,32
Delicias Restaurant,"Delicias Restaurant, 5114 Hudson Ave, West New York, NJ 07093",0x89c2581709b381c7:0xb6a0d9b158192997,,40.7821307,-74.01616159999999,"['Central American restaurant', 'Delivery Restaurant', 'Takeout Restaurant', 'Restaurant', 'Salvadoran restaurant', 'Spanish restaurant']",4.6,85,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2581709b381c7:0xb6a0d9b158192997?authuser=-1&hl=en&gl=us,Nueva Jersey,33
Fun Land Frozen Yogurt,"Fun Land Frozen Yogurt, 6011 Bergenline Ave, West New York, NJ 07093",0x89c2581027bb0c03:0xd5a553cd61facc43,,40.7893049,-74.01620249999999,"['Frozen yogurt shop', 'Restaurant']",4.6,83,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2581027bb0c03:0xd5a553cd61facc43?authuser=-1&hl=en&gl=us,Nueva Jersey,34
Laila Mediterranean Cafe & Grill,"Laila Mediterranean Cafe & Grill, 126 60th St, West New York, NJ 07093",0x89c259afa3809f5f:0x5b883e803674cb63,"Compact, casual eatery serving homestyle eats, including small plates, sandwiches & hearty mains.",40.7860264,-74.0100528,['Mediterranean restaurant'],4.9,78,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259afa3809f5f:0x5b883e803674cb63?authuser=-1&hl=en&gl=us,Nueva Jersey,35
Estrella De Mexico,"Estrella De Mexico, 5000 Hudson Ave, West New York, NJ 07093",0x89c2581796a8b735:0x277e861a5ca48bd3,,40.781235,-74.0171835,"['Mexican restaurant', 'Delivery Restaurant']",4.5,78,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2581796a8b735:0x277e861a5ca48bd3?authuser=-1&hl=en&gl=us,Nueva Jersey,36
Chinatown Kitchen,"Chinatown Kitchen, 450 60th St, West New York, NJ 07093",0x89c2581030507bad:0x7021f7f03ca45332,,40.7888358,-74.0159177,"['Chinese restaurant', 'Delivery Restaurant']",4.3,78,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2581030507bad:0x7021f7f03ca45332?authuser=-1&hl=en&gl=us,Nueva Jersey,37
Rancherito Cafeteria,"Rancherito Cafeteria, 4001 New York Ave, Union City, NJ 07087",0x89c259e7a2c01b25:0xcc03004bd7a5e55b,,40.7760547,-74.0247406,['Ecuadorian restaurant'],4.3,77,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259e7a2c01b25:0xcc03004bd7a5e55b?authuser=-1&hl=en&gl=us,Nueva Jersey,38
El Adobo,"El Adobo, 5404 Bergenline Ave, West New York, NJ 07093",0x89c25949246aed37:0x600472faa9478b48,,40.785192,-74.01886379999999,['Mexican restaurant'],3.9,72,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25949246aed37:0x600472faa9478b48?authuser=-1&hl=en&gl=us,Nueva Jersey,39
Atlixco Deli Grocery,"Atlixco Deli Grocery, 5314 Hudson Ave, West New York, NJ 07093",0x89c2581720ddbce3:0xf61924b19c1d2496,,40.7833962,-74.0154084,"['Mexican restaurant', 'Grocery store', 'Delivery Restaurant']",4.5,68,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2581720ddbce3:0xf61924b19c1d2496?authuser=-1&hl=en&gl=us,Nueva Jersey,40
California Tortilla,"California Tortilla, 1061 Main St, River Edge, NJ 07661",0x89c2fa7a45b203b1:0x4893462648034488,"Counter-serve chain for made-to-order burritos, quesadillas & other California-style Mexican fare.",40.9125989,-74.0378594,['Restaurant'],4.0,68,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2fa7a45b203b1:0x4893462648034488?authuser=-1&hl=en&gl=us,Nueva Jersey,41
El Inca Restaurant,"El Inca Restaurant, 6400 Bergenline Ave, West New York, NJ 07093",0x89c2580e9134fdd7:0x37f02f99877da62a,,40.792425,-74.01338299999999,['Peruvian restaurant'],3.9,68,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2580e9134fdd7:0x37f02f99877da62a?authuser=-1&hl=en&gl=us,Nueva Jersey,42
Sabor A Mexico,"Sabor A Mexico, 5101 Bergenline Ave, West New York, NJ 07093",0x89c25819a4cd68f7:0xafcbca392b18e43c,,40.7833275,-74.020788,"['Mexican restaurant', 'Restaurant']",4.4,66,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25819a4cd68f7:0xafcbca392b18e43c?authuser=-1&hl=en&gl=us,Nueva Jersey,43
Green Shell,"Green Shell, 6320 Bergenline Ave, West New York, NJ 07093",0x89c2580e9267269b:0xc87c517c792a581e,"Unassuming, casual joint serving seafood, Chinese dishes & Italian fare for eat-in or takeout.",40.7921818,-74.0135588,"['Chinese restaurant', 'Delivery Restaurant']",4.0,66,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2580e9267269b:0xc87c517c792a581e?authuser=-1&hl=en&gl=us,Nueva Jersey,44
The Foliage,"The Foliage, 203 60th St, West New York, NJ 07093",0x89c25813ccc64531:0xb3d9575c984a9a2d,,40.7863427,-74.0113449,"['Chinese restaurant', 'Delivery Restaurant']",4.1,64,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25813ccc64531:0xb3d9575c984a9a2d?authuser=-1&hl=en&gl=us,Nueva Jersey,45
El Fonceca,"El Fonceca, 6302 Dewey Ave, West New York, NJ 07093",0x89c2580d0a845f95:0xcf5d39d306f2ea39,,40.7898495,-74.0094408,"['Salvadoran restaurant', 'Bar']",4.0,62,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2580d0a845f95:0xcf5d39d306f2ea39?authuser=-1&hl=en&gl=us,Nueva Jersey,46
Louie's BBQ Pit,"Louie's BBQ Pit, 5107 Palisade Ave, West New York, NJ 07093",0x89c25819d7a1104f:0xb970ee27d481d97a,"Compact, unadorned counter serve dishing out BBQ sandwiches, plates & family-style meals.",40.7828425,-74.01831849999999,"['Restaurant', 'Delivery Restaurant']",4.4,58,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25819d7a1104f:0xb970ee27d481d97a?authuser=-1&hl=en&gl=us,Nueva Jersey,47
GNC,"GNC, 5210 Bergenline Ave, West New York, NJ 07093",0x89c258102821b7ed:0x4f17f55f20eeebc9,"Retail chain selling health- & sports-related vitamins, supplements & herbs, plus drinks & snacks.",40.7842599,-74.019556,"['Vitamin & supplements store', 'Health food store']",4.3,58,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258102821b7ed:0x4f17f55f20eeebc9?authuser=-1&hl=en&gl=us,Nueva Jersey,48
Palacios,"Palacios, 541 59th St, West New York, NJ 07093",0x89c258100ec73a03:0x1e49f2ee37392587,,40.7887744,-74.0179361,['Salvadoran restaurant'],4.3,58,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258100ec73a03:0x1e49f2ee37392587?authuser=-1&hl=en&gl=us,Nueva Jersey,49
Texas Wiener,"Texas Wiener, 172 Stelton Rd, Piscataway, NJ 08854",0x89c3b8f69599248f:0xfe94e961e036d3ca,,40.5697945,-74.45712189999999,['Restaurant'],4.3,58,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c3b8f69599248f:0xfe94e961e036d3ca?authuser=-1&hl=en&gl=us,Nueva Jersey,50
Caña Brava,"Caña Brava, 233 61st St, West New York, NJ 07093",0x89c2580d1393d60b:0xe7ea1697ddfc5f81,,40.7882764,-74.0113779,"['Dominican restaurant', 'Delivery Restaurant']",4.0,58,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2580d1393d60b:0xe7ea1697ddfc5f81?authuser=-1&hl=en&gl=us,Nueva Jersey,51
Tsing Garden,"Tsing Garden, 6409 Park Ave, West New York, NJ 07093",0x89c25872c9fba731:0xc3326e8537f71f40,"Tiny counter serve dispensing typical Chinese dishes, such as lo mein & fried rice, with delivery.",40.7892718,-74.0061319,"['Chinese restaurant', 'Asian restaurant', 'Italian restaurant', 'Delivery Restaurant']",3.9,58,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25872c9fba731:0xc3326e8537f71f40?authuser=-1&hl=en&gl=us,Nueva Jersey,52
Friends Texas Wiener,"Friends Texas Wiener, 208 W Front St, Plainfield, NJ 07060",0x89c3b9f595da34d7:0xbf4c46d172cbc3aa,,40.6179537,-74.4248503,['American restaurant'],4.2,56,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c3b9f595da34d7:0xbf4c46d172cbc3aa?authuser=-1&hl=en&gl=us,Nueva Jersey,53
New York Fried Chicken & Seafood,"New York Fried Chicken & Seafood, 252 Park Ave, City of Orange, NJ 07050",0x89c3ab316c9e08d7:0x96545cdb229946d2,,40.775796,-74.22519799999999,['Chicken restaurant'],3.5,56,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c3ab316c9e08d7:0x96545cdb229946d2?authuser=-1&hl=en&gl=us,Nueva Jersey,54
La Casa Chapina,"La Casa Chapina, 5203 Palisade Ave, West New York, NJ 07093",0x89c2581760d3c17d:0x44b388dc8ef3e00a,,40.7832693,-74.0179399,"['Guatemalan restaurant', 'Delivery Restaurant']",3.7,55,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2581760d3c17d:0x44b388dc8ef3e00a?authuser=-1&hl=en&gl=us,Nueva Jersey,55
San Francisco Cafe & Restaurant,"San Francisco Cafe & Restaurant, 6040 Harrison Pl, West New York, NJ 07093",0x89c2580e2544cfaf:0xa30227c67d636293,,40.7897671,-74.0145363,['Salvadoran restaurant'],4.3,53,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2580e2544cfaf:0xa30227c67d636293?authuser=-1&hl=en&gl=us,Nueva Jersey,56
Centro Americano Bar & Restaurant,"Centro Americano Bar & Restaurant, 4212 New York Ave, Union City, NJ 07087",0x89c25823da94710b:0xdd5f26524dbc9d2a,,40.7774333,-74.0234363,"['Salvadoran restaurant', 'Association or organization', 'Bar']",3.8,48,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25823da94710b:0xdd5f26524dbc9d2a?authuser=-1&hl=en&gl=us,Nueva Jersey,57
New York Fried Chicken,"New York Fried Chicken, 50 S Orange Ave # A, South Orange, NJ 07079",0x89c3ac85e71333ed:0xa6c99289aa24540f,,40.745674,-74.258487,['Chicken restaurant'],3.7,48,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c3ac85e71333ed:0xa6c99289aa24540f?authuser=-1&hl=en&gl=us,Nueva Jersey,58
Best Food in Town,"Best Food in Town, 164 S New York Rd, Galloway, NJ 08205",0x89c0e4509fa02f8b:0x31dde0611fc5c5b6,,39.472869,-74.4599813,"['Chinese restaurant', 'Asian restaurant', 'Delivery Restaurant', 'Restaurant']",3.4,48,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c0e4509fa02f8b:0x31dde0611fc5c5b6?authuser=-1&hl=en&gl=us,Nueva Jersey,59
El Balcon,"El Balcon, 520 60th St, West New York, NJ 07093",0x89c258101f1ab0b3:0x899af0386f25599a,,40.7893686,-74.0169346,['Cuban restaurant'],3.7,47,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258101f1ab0b3:0x899af0386f25599a?authuser=-1&hl=en&gl=us,Nueva Jersey,60
New York Chicken And Grill- Halal,"New York Chicken And Grill- Halal, 586 Bound Brook Rd, Middlesex, NJ 08846",0x89c3b956628f6e77:0x8d6320b80f39406,,40.5823564,-74.4884175,['Fast food restaurant'],4.6,44,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c3b956628f6e77:0x8d6320b80f39406?authuser=-1&hl=en&gl=us,Nueva Jersey,61
Pereira Antojitos,"Pereira Antojitos, 5811 Hudson Ave # 1, West New York, NJ 07093",0x89c2581171602b7d:0x982bcfbb8195e405,,40.7862301,-74.0135731,"['Colombian restaurant', 'Bakery', 'Breakfast restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Delivery Restaurant']",4.7,38,PA,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2581171602b7d:0x982bcfbb8195e405?authuser=-1&hl=en&gl=us,Nueva Jersey,62
